"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
52,"A Trial of Bardoxolone Methyl in Patients With ADPKD - FALCON","Recruiting","No Results Available","Autosomal Dominant Polycystic Kidney|ADPKD","Drug: Bardoxolone methyl oral capsule|Drug: Placebo oral capsule","University of Alabama at Birmingham, Birmingham, Alabama, United States|Nephrology Associates PC, Homewood, Alabama, United States|Nephrology Consultants, LLC, Huntsville, Alabama, United States|AKDHC, Glendale, Arizona, United States|Aventiv Research, Inc, Mesa, Arizona, United States|University of Arizona, Tucson, Arizona, United States|Rancho Research Institute, Downey, California, United States|California Institute of Renal Research, El Centro, California, United States|California Institute Renal Research, La Mesa, California, United States|University of California, Los Angeles, Los Angeles, California, United States|Keck USC/LAC, Los Angeles, California, United States|Amicis Research Center, Northridge, California, United States|Stanford University, Palo Alto, California, United States|Apex Research of Riverside, Riverside, California, United States|University of California San Francisco, San Francisco, California, United States|Western Nephrology, Arvada, Colorado, United States|University of Colorado Anschutz Medical Center, Aurora, Colorado, United States|Kidney Associates of Colorado, Denver, Colorado, United States|Denver Nephrologist, PC, Denver, Colorado, United States|Western Nephrology and Mineral Bone Disease, PC, Westminster, Colorado, United States|Yale University School of Medicine, New Haven, Connecticut, United States|Pro-Care Research Center, Corp., Miami Gardens, Florida, United States|University of Miami, Miami, Florida, United States|Discovery Medical Research Group, Ocala, Florida, United States|Innovation Medical Research Center, Inc, Palmetto Bay, Florida, United States|Volunteer Medical Research, Port Charlotte, Florida, United States|University of South Florida, Tampa, Florida, United States|Florida Premier Research Institute, LLC, Winter Park, Florida, United States|Emory University, Atlanta, Georgia, United States|Georgia Nephrology, LLC, Lawrenceville, Georgia, United States|Boise Kidney & Hypertension, PLLC, Caldwell, Idaho, United States|Boise Kidney & Hypertension, PLLC, Meridian, Idaho, United States|Northwestern University, Chicago, Illinois, United States|University of Chicago, Chicago, Illinois, United States|Loyola University Chicago, Maywood, Illinois, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Cotton O'Neil Clinical Research Center, Topeka, Kansas, United States|Ascension Via Christi Research, Wichita, Kansas, United States|Kansas Nephrology Research Institute, LLC, Wichita, Kansas, United States|Renal Associates of Baton Rouge, Baton Rouge, Louisiana, United States|Northwest Louisiana Nephrology, Shreveport, Louisiana, United States|University of Maryland School of Medicine, Baltimore, Maryland, United States|The Johns Hopkins University, Baltimore, Maryland, United States|Tufts Medical Center, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|KidneyCare and Tranplant Services of New England, Springfield, Massachusetts, United States|Renal and Transplant Associates of New England, PC, Springfield, Massachusetts, United States|Paragon Health PC d/b/a Nephrology Center PC, Kalamazoo, Michigan, United States|Michigan Kidney Consultants, Pontiac, Michigan, United States|Mayo Clinic, Rochester, Minnesota, United States|Clinical Research Consultants, LLC, Kansas City, Missouri, United States|Washington University in St. Louis, Saint Louis, Missouri, United States|KSOSN, Las Vegas, Nevada, United States|UBMD - Nephrology Division, Buffalo, New York, United States|Nephrology Associates, P.C., Flushing, New York, United States|Division of Kidney Diseases and Hypertension, Great Neck, New York, United States|NYU Winthrop Hospital, Mineola, New York, United States|Mountain Kidney & Hypertension Associates, Asheville, North Carolina, United States|Metrolina Nephrology Associates, Charlotte, North Carolina, United States|North Carolina Nephrology, P.A. 2nd Floor, Raleigh, North Carolina, United States|Brookview Hills Research Associates, LLC, Winston-Salem, North Carolina, United States|Cincinnati VA Medical Center, Cincinnati, Ohio, United States|University of Cincinnati College of Medicine, Cincinnati, Ohio, United States|Cleveland Clinic, Cleveland, Ohio, United States|Remington-Davis Clinical Research, Columbus, Ohio, United States|Northeast Clinical Research Center, Bethlehem, Pennsylvania, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|Columbia Nephrology Associates, PA, Columbia, South Carolina, United States|Nephrology Associates, P.C., Nashville, Tennessee, United States|TTUHSC, Amarillo, Texas, United States|Arlington Nephrology, PA, Arlington, Texas, United States|Research Management, Inc., Austin, Texas, United States|Research Management, Inc., Austin, Texas, United States|Houston Nephrology Research Partnership, Cypress, Texas, United States|Liberty Research Center, Dallas, Texas, United States|Renal Disease Research Institute, Dallas, Texas, United States|Davita Clinical Research, El Paso, Texas, United States|DaVita Med Center, Houston, Texas, United States|Clinical Advancement Center, San Antonio, Texas, United States|University of Vermont Medical Center, Burlington, Vermont, United States|University of Virginia, Charlottesville, Virginia, United States|Nephrology Associates of Northern Virginia, Inc., Fairfax, Virginia, United States|Swedish Medical Center, Seattle, Washington, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States|Milwaukee Nephrologists, SC, Wauwatosa, Wisconsin, United States|Renal Research, Gosford, New South Wales, Australia|John Hunter Hospital, New Lambton, New South Wales, Australia|Westmead Hospital, Sydney, New South Wales, Australia|Sunshine Coast University Hospital, Birtinya, Queensland, Australia|Royal Brisbane and Women's Hospital, Herston, Queensland, Australia|Royal Adelaide Hospital, Adelaide, South Australia, Australia|Monash Health, Clayton, Victoria, Australia|Melbourne Health, Parkville, Victoria, Australia|Melbourne Renal Research Group, Reservoir, Victoria, Australia|Fiona Stanley Hospital, Murdoch, Western Australia, Australia|Nephrology, Cliniques U St-Luc, Brussels, Belgium|Universitair Ziekenhuis Brussel (VUB), Brussels, Belgium|University Hospitals Leuven, Dept. of Nephrology, Dialysis and Renal Transplantation, Leuven, Belgium|Chu Liege, Liège, Belgium|FN Brno, Brno, Czechia|Nephrology Dept., General Teaching Hospital, Prague, Czechia|IKEM, Praha, Czechia|University Hospital La Cavale Blanche, Brest, France|Chu Grenoble Alpes, Grenoble, France|Hospital Henri-Mondor AP-HP, Le Kremlin-Bicêtre, France|CHU de Nantes, Nantes, France|Hopital Necker, Universite Paris Descartes, Paris, France|Universitätsklinikum Erlangen, Med4, Erlangen, Germany|Universitätsklinikum Essen, Essen, Germany|Medizinische Hochschule Hannover, Hanover, Germany|Klinikum rechts der Isar der TU München, München, Germany|Renal Division, ASST Santi Paolo e Carlo, Milan, Italy|Università di Modena e Reggio Emilia, Modena, Italy|Università della Campania L. Vanvitelli, Napoli, Italy|ICS Maugeri SpA SB, Pavia, Italy|Fondazione Policlinico Gemelli, Roma, Italy|Hokkaido University Hospital, Hokkaido, Japan|Toranomon Hospital Kajigaya, Kanagawa, Japan|Japan Community Healthcare Organization Sendai Hospital, Miyagi, Japan|Niigata University Medical & Dental Hospital, Niigata, Japan|Local Incorporated Administrative Agency Osaka City Hospital Organization Osaka City General Hospital, Osaka, Japan|Osaka City University Hospital, Osaka, Japan|Osaka University Hospital, Osaka, Japan|Toranomon Hospital, Tokyo, Japan|Juntendo University Hospital, Tokyo, Japan|Tokyo Women's Medical University Hospital, Tokyo, Japan|Hospital Universitario de Badajoz, Badajoz, Spain|Hospital Del Mar, Barcelona, Spain|Fundacio Puigvert, Barcelona, Spain|Hospital Universitario Reina Sofía, Córdoba, Spain|Hospital Universitario Virgen de las Nieves, Granada, Spain|Hospital Lucus Augusti, Lugo, Spain|Fundación Jiménez Díaz, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital de Getafe, Madrid, Spain|Hospital Universitario Marques de Valdecilla, Santander, Spain|Hospital Universitario Dr Peset, Valencia, Spain|North Bristol NHS Trust, Bristol, United Kingdom|Manchester University NHS Foundation Trust, Manchester, United Kingdom|Nottingham University Hospitals, Nottingham, United Kingdom|Morriston Hospital, Swansea, United Kingdom","https://ClinicalTrials.gov/show/NCT03918447"
53,"Tolvaptan Extension Study in Participants With ADPKD","Completed","Has Results","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Drug: Tolvaptan","Otsuka Investigational Site, Mobile, Alabama, United States|Otsuka Investigational Site, Peoria, Arizona, United States|Otsuka Investigational Site, Tempe, Arizona, United States|Otsuka Investigational Site, Los Angeles, California, United States|Otsuka Investigational Site, Palo Alto, California, United States|Otsuka Investigational Site, San Diego, California, United States|Otsuka Investigational Site, Aurora, Colorado, United States|Otsuka Investigational Site, New Haven, Connecticut, United States|Otsuka Investigational Site, Jacksonville, Florida, United States|Otsuka Investigational Site, Port Charlotte, Florida, United States|Otsuka Investigational Site, Atlanta, Georgia, United States|Otsuka Investigational Site, Augusta, Georgia, United States|Otsuka Investigational Site, Chicago, Illinois, United States|Otsuka Investigational Site, Kansas City, Kansas, United States|Otsuka Investigational Site, Baton Rouge, Louisiana, United States|Otsuka Investigational Site, Baltimore, Maryland, United States|Otsuka Investigational Site, Rockville, Maryland, United States|Otsuka Investigational Site, Boston, Massachusetts, United States|Otsuka Investigational Site, Detroit, Michigan, United States|Otsuka Investigational Site, Minneapolis, Minnesota, United States|Otsuka Investigational Site, Rochester, Minnesota, United States|Otsuka Investigational Site, Voorhees, New Jersey, United States|Otsuka Investigational Site, Buffalo, New York, United States|Otsuka Investigational Site, Hawthorne, New York, United States|Otsuka Investigational Site, New York, New York, United States|Otsuka Investigational Site, New York, New York, United States|Otsuka Investigational Site, Chapel Hill, North Carolina, United States|Otsuka Investigational Site, Cincinnati, Ohio, United States|Otsuka Investigational Site, Cleveland, Ohio, United States|Otsuka Investigational Site, Portland, Oregon, United States|Otsuka Investigational Site, Bethlehem, Pennsylvania, United States|Otsuka Investigational Site, Philadelphia, Pennsylvania, United States|Otsuka Investigational Site, Anderson, South Carolina, United States|Otsuka Investigational Site, Nashville, Tennessee, United States|Otsuka Investigational Site, Nashville, Tennessee, United States|Otsuka Investigational Site, Arlington, Texas, United States|Otsuka Investigational Site, McAllen, Texas, United States|Otsuka Investigational Site, Charlottesville, Virginia, United States|Otsuka Investigational Site, C.a.b.a., Buenos Aires, Argentina|Otsuka Investigational Site, Pilar, Buenos Aires, Argentina|Otsuka Investigational Site, Buenos Aires, Argentina|Otsuka Investigational Site, Cordoba, Argentina|Otsuka Investigational Site, Córdoba, Argentina|Otsuka Investigational Site, St. Leonards, New South Wales, Australia|Otsuka Investigational Site, Westmead, New South Wales, Australia|Otsuka Investigational Site, Woolloongabba, Queensland, Australia|Otsuka Investigational Site, Adelaide, South Australia, Australia|Otsuka Investigational Site, Parkville, Victoria, Australia|Otsuka Investigational Site, Perth, Western Australia, Australia|Otsuka Investigational Site, Brussels, Belgium|Otsuka Investigational Site, Brussels, Belgium|Otsuka Investigational Site, Gent, Belgium|Otsuka Investigational Site, Halifax, Nova Scotia, Canada|Otsuka Investigational Site, Montreal, Quebec, Canada|Otsuka Investigational Site, Montreal, Quebec, Canada|Otsuka Investigational Site, Bordeaux, France|Otsuka Investigational Site, Caen Cedex, France|Otsuka Investigational Site, Lyon Cedex 3, France|Otsuka Investigational Site, Paris, France|Otsuka Investigational Site, Reims Cedex, France|Otsuka Investigational Site, Saint-Etienne Cedex 2, France|Otsuka Investigational Site, Toulouse Cedex 09, France|Otsuka Investigational Site, Dresden, Germany|Otsuka Investigational Site, Dusseldorf, Germany|Otsuka Investigational Site, Essen, Germany|Otsuka Investigational Site, Heidelberg, Germany|Otsuka Investigational Site, Nurnberg, Germany|Otsuka Investigational Site, Bergamo, Italy|Otsuka Investigational Site, Milano, Italy|Otsuka Investigational Site, Modena, Italy|Otsuka Investigational Site, Napoli, Italy|Otsuka Investigational Site, Pavia, Italy|Otsuka Investigational Site, Amsterdam, Netherlands|Otsuka Investigational Site, Groningen, Netherlands|Otsuka Investigational Site, Ciechanów, Poland|Otsuka Investigational Site, Krakow, Poland|Otsuka Investigational Site, Lodz, Poland|Otsuka Investigational Site, Lublin, Poland|Otsuka Investigational Site, Szczecin, Poland|Otsuka Investigational Site, Warszawa, Poland|Otsuka Investigational Site, Wrocław, Poland|Otsuka Investigational Site, Bucuresti, Romania|Otsuka Investigational Site, Bucuresti, Romania|Otsuka Investigational Site, Iasi, Romania|Otsuka Investigational Site, Kemerovo, Russian Federation|Otsuka Investigational Site, St. Petersburg, Russian Federation|Otsuka Investigational Site, Tomsk, Russian Federation|Otsuka Investigational Site, Belfast, United Kingdom|Otsuka Investigational Site, Birmingham, United Kingdom|Otsuka Investigational Site, Brighton, United Kingdom|Otsuka Investigational Site, Coventry, United Kingdom|Otsuka Investigational Site, Edinburgh, United Kingdom|Otsuka Investigational Site, Inverness, United Kingdom|Otsuka Investigational Site, London, United Kingdom|Otsuka Investigational Site, London, United Kingdom|Otsuka Investigational Site, London, United Kingdom|Otsuka Investigational Site, Swansea, United Kingdom","https://ClinicalTrials.gov/show/NCT01214421"
54,"Clinical and Molecular Description of PKD1 and PKD2 Mutation Negative Carriers in ADPKD","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Other: Blood Collection","CHU Angers, Angers, France|AUB Brest, Brest, France|Centre de néphrologie et de dialyse d'Armorique, Brest, France|CHRU Brest, Brest, France|CH Laval, Laval, France|CH du Mans, Le Mans, France|ECHO dialyse, Le Mans, France|Centre de dialyse de Lorient, Lorient, France|CH Bretagne Sud, Lorient, France|Hôpital Hôtel Dieu - CHU Nantes, Nantes, France|CH Niort, Niort, France|ECHO les Sables d'Olonne, Olonne sur Mer, France|Hôpital Jean Bernard - CHU Poitiers, Poitiers, France|CHCB site de Noyal Pontivy, Pontivy, France|CH Laënnec, Quimper, France|AUB Santé, Quimper, France|Hôpital Pontchaillou, Rennes, France|Echo Csmn, Rezé, France|Centre de Pérharidy, Roscoff, France|Hôpital Yves Le Foll, Saint Brieuc, France|ECHO Centre Ambulatoire, Saint Herblain, France|CH Saint Malo, Saint Malo, France|CH de Saint Nazaire, Saint Nazaire, France|Hôpital Bretonneau - CHU Tours, Tours, France|CH Bretagne Atlantique - Site de Vannes, Vannes, France","https://ClinicalTrials.gov/show/NCT02112136"
55,"Renal Sympathetic Denervation for Reduction of Pain and Improvement of Insulin Sensitivity in Adult Polycystic Kidney Disease","Unknown status","No Results Available","Adult Polycystic Kidney Disease","Procedure: renal denervation","Department of Nephrology, Odense, Denmark","https://ClinicalTrials.gov/show/NCT02062671"
56,"High Water Intake in Polycystic Kidney Disease","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Dietary Supplement: High water intake|Other: Ad libitum water intake","Cambridge University Hospitals NHS Foundation Trust, Cambridge, United Kingdom","https://ClinicalTrials.gov/show/NCT02933268"
57,"Effects of Somatostatin on ADPKD Heart","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease|Glomerular Filtration Rate > 40 ml/Min","Drug: Octeotride|Drug: Placebo",,"https://ClinicalTrials.gov/show/NCT02119013"
58,"Lanreotide In Polycystic Kidney Disease Study","Completed","No Results Available","Autosomal Dominant Polycystic Kidney Disease (ADPKD","Drug: Lanreotide|Drug: saline","Necker hospital, Paris, France","https://ClinicalTrials.gov/show/NCT02127437"
59,"Study of the Efficacy and Safety of Tesevatinib in Subjects With ADPKD","Completed","No Results Available","Autosomal Dominant Polycystic Kidney|ADPKD","Drug: Tesevatinib|Drug: Placebo","University of California San Diego, La Jolla, California, United States|California Institute for Renal Research, La Mesa, California, United States|University of California Los Angeles, Los Angeles, California, United States|University of California San Francisco, San Francisco, California, United States|University of Colorado Denver, Aurora, Colorado, United States|Yale Nephrology Clinical Research, New Haven, Connecticut, United States|Coastal Nephrology Associates Research Center, LLC, Port Charlotte, Florida, United States|Genesis Clinical Research, Tampa, Florida, United States|Emory University School of Medicine, Atlanta, Georgia, United States|University of Maryland, Baltimore, Maryland, United States|Tufts Medical Center, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Mayo Clinic, Rochester, Minnesota, United States|Washington University, Saint Louis, Missouri, United States|Rogosin Institute, New York, New York, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|Baylor Scott & White Research Institute, Temple, Texas, United States|University of Virginia, Charlottesville, Virginia, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT03203642"
60,"Implementation of Metformin theraPy to Ease Decline of Kidney Function in Polycystic Kidney Disease (IMPEDE-PKD)","Not yet recruiting","No Results Available","Autosomal Dominant Polycystic Kidney Disease","Drug: Metformin XR|Other: Control","Western Sydney Local Health District, Sydney, New South Wales, Australia|Townsville University Hospital, Douglas, Queensland, Australia|Royal Brisbane and Women's Hospital, Herston, Queensland, Australia|Princess Alexandra Hospital, Woolloongabba, Queensland, Australia","https://ClinicalTrials.gov/show/NCT04939935"
61,"Ursodeoxycholic Acid as Treatment for Polycystic Liver Disease","Completed","No Results Available","Polycystic Liver Disease|Polycystic Kidney, Autosomal Dominant","Drug: Ursodeoxycholic Acid","Radboud University Medical Centre Nijmegen, Nijmegen, Gelderland, Netherlands|Academic Medical Centre Amsterdam, Amsterdam, Netherlands|Donostia University Hospital, San Sebastian, Spain","https://ClinicalTrials.gov/show/NCT02021110"
62,"Effect of Water Intake and Water Restriction on Total Kidney Volume in Autosomal Dominant Polycystic Kidney Disease","Completed","No Results Available","ADPKD","Other: water","Rigshospitalet, Copenhagen, Denmark","https://ClinicalTrials.gov/show/NCT02776241"
63,"Tolvaptan Phase 3 Efficacy and Safety Study in Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Completed","Has Results","Polycystic Kidney Disease, Autosomal Dominant","Drug: Tolvaptan|Drug: Placebo","Coastal Clinical Research, Mobile, Alabama, United States|University of South Alabama, Mobile, Alabama, United States|Apex Research of Riverside, Riverside, California, United States|Stanford University Medical Center, Stanford, California, United States|University of Colorado Health Sciences Center, Denver, Colorado, United States|Yale University School of Medicine, New Haven, Connecticut, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|Coastal Nephrology Associates Research Center, LLC, Port Charlotte, Florida, United States|Emory University School of Medicine, Atlanta, Georgia, United States|Northwestern University, Chicago, Illinois, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Renal Associates of Baton Rough, L.L.C., Baton Rouge, Louisiana, United States|John Hopkins School of Medicine, Baltimore, Maryland, United States|Tufts- New England Medical Center, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Mayo Medical Center, Rochester, Minnesota, United States|Erie County Medical Center, Buffalo, New York, United States|Nephrology Associates of Westchester, Hawthorne, New York, United States|The Rogosin Institute, New York, New York, United States|Columbia University Medical Center, New York, New York, United States|University of North Carolina, UNC, Kidney Center, Chapel Hill, North Carolina, United States|East Carolina University, Greenville, North Carolina, United States|Kidney and Hypertension Center, Cincinnati, Ohio, United States|University Hospitals of Cleveland/Case, Cleveland, Ohio, United States|Northwest Renal Clinic, Inc., Portland, Oregon, United States|University of Pennsylvania Medical Center, Philadelphia, Pennsylvania, United States|Charleston Nephrology Associates, Charleston, South Carolina, United States|Nephrology Associates, P.C., Nashville, Tennessee, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|University of Virginia, Nephrology Clinical Research Center, Charlottesville, Virginia, United States|Instituto de Nefrología, Nefrology SA, Buenos Aires, Argentina|Hospital Municipal de Vicente Lopez, Dr Bernardo Houssay, Buenos Aires, Argentina|Hosptial Universitario Austral, Buenos Aires, Argentina|Sanatorio Allende, Cordoba, Argentina|Hospital Privado-Centro Medico de Cordoba, Cordoba, Argentina|Royal Adelaide Hospital, Adelaide, Australia|Queen Elizebeth Hospital, Adelaide, Australia|Princess Alexandra Hospital, Brisbane, Australia|Royal Melbourne Hospital, Melbourne, Australia|Melbourne Renal Research Group, Melbourne, Australia|Royal Perth Hospital, Perth, Australia|Royal North Shore Hospital, Sydney, Australia|Westmead Hospital, Sydney, Australia|Ucl-St Luc, Brussels, Belgium|UZ Brussel, Brussel, Belgium|UZ Gent, Gent, Belgium|Queen Elizabeth II Health Science Center, Division of Nephrology, Halifax, Nova Scotia, Canada|Royal Victoria Hospital, Montreal, Quebec, Canada|Hospital du Sacre- Coeur de Montreal, Montreal, Quebec, Canada|Herlev Amtssygehus, Herlev, Denmark|Odense Universitetshospital, Odense, Denmark|CHU-Hopital Pellegrin, Bordeaux, France|CHU - Hôpital Clémenceau, Caen Cedex, France|Hôpital Edouard Herriot, Lyon Cedex 3, France|Hôpital de la Conception, Marseille, France|CHU - Hôpital Lapeyronie, Montpellier, France|Hopital Bichat-Claude Bernard, Paris, France|Centre Hospitalier Universitaire, Reims cedex, France|CHU - Hôpital Nord, Saint-Etienne Cedex 2, France|Hopital Rangueil, Toulouse Cedex 09, France|Universitätsklinikum Carl Gustav Carus, Dresden, Germany|Nephrologische Gemeinschaftspraxis/Dialysezentrum, Düsseldorf, Germany|Klinik für Nieren- und Hochdruckkrankheiten, Essen, Germany|Universitätsklinikum Freiburg, Freiburg, Germany|Universitätskliniken Heidelberg, Heidelberg, Germany|UH Erlangen/Nürnberg, Nuernberg, Germany|Ospedali Riuniti di Bergamo, Bergamo, Italy|Università Vita e Salute, Ospedale San Raffaele, Milano, Italy|Policlinico di Modena, Modena, Italy|Policlinico, Napoli, Italy|IRCCS Fondazione Salvatore Maugeri, Pavia, Italy|Fujita Health University Hospital, Toyoake, Aichi, Japan|Hokkaido University Hospital, Sapporo, Hokkaido, Japan|Tokai University Hospital, Isehara, Kanagawa, Japan|Toranomon Hospital Kajigaya, Kawasaki, Kanagawa, Japan|Kitasato University Hospital, Sagamihara, Kanagawa, Japan|Tohoku University Hospital, Sendai, Miyagi, Japan|Osaka City University Hospital, Osaka-City, Osaka, Japan|Osaka University Hospital, Suita, Osaka, Japan|Shuwa General Hospital, Kasukabe, Saitama, Japan|Saitama Medical Center, Kawagoe, Saitama, Japan|Hamamatsu University School of Medicine, University Hospital, Hamamatsu, Shizuoka, Japan|Jichi Medical School Hospital, Shimotsuke, Tochigi, Japan|Tokyo Medical & Dental University Hospital, Faculty of Medicine, Bunkyo-ku, Tokyo, Japan|Nippon Medical School Hospital, Bunkyo-ku, Tokyo, Japan|Teikyo University Hospital, Itabashi-ku, Tokyo, Japan|Toranomon Hospital, Minato-ku, Tokyo, Japan|The Jikei University Hospital, Minato-Ku, Tokyo, Japan|Kyorin University Hospital, Mitaka, Tokyo, Japan|Tokyo Women's Medical University Hospital, Shinjuku-ku, Tokyo, Japan|Chiba University Hospital, Chiba, Japan|National Hospital Organization Chiba-East Hospital, Chiba, Japan|Kyusyu University Hospital, Fukuoka, Japan|Fukushima Medical University Hospital, Fukushima, Japan|Hiroshima University Hospital, Hiroshima, Japan|Kumamoto Univeristy Hospital, Kumamoto, Japan|Kyoto University Hospital, Kyoto, Japan|National Hospital Organization Kyoto Medical Center, Kyoto, Japan|Niigata University Medical & Dental Hospital, Niigata, Japan|Ohno Memorial Hospital, Osaka, Japan|Saitama Medical Center Jichi Medical University, Saitama, Japan|VU Medisch Centrum, Amsterdam, Netherlands|UMCG Groningen, Groningen, Netherlands|Oddział Nefrologiczny Stacja Dializ, Ciechanow, Poland|Akademickie Centrum Kliniczne AMG, Gdansk, Poland|Samodzielny Publiczny Szpital Kliniczny nr 1, Akademickie Centrum Kliniczne AMG, Gdansk, Poland|Samodzielny Publiczny Zaklad Opieki Zdrowotnej, Szpital Uniwersytecki w Krakowie, Krakow, Poland|SOP ZOZ Uniwersytecki Szpital Kliniczny, Lodz, Poland|Samodzielny Publiczny Szpital Kliniczny nr 4 w Lublinie, Lublin, Poland|Klinika Chorób Wewnętrznych i Nefrologii, Warsaw, Poland|Międzyleski Szpital Specjalistyczny w Warszawie, Warsaw, Poland|Szpital Praski p.w. Przemienienia Panskiego, Samodzielny Publiczny Zaklad Opieki Zdrowotnej, Warszawa, Poland|Szpital Praski, Samodzielny Publiczny ZOZ, Warszawa, Poland|Akademicki Szpital Kliniczny im J Mikulicza Radeckiego, Wroclaw, Poland|Spitalul Clinic de Nefrologie Dr. Carol Davila, Bucharest, Romania|Institutul Clinic Fundeni, Bucharest, Romania|Spitalul Clinic ""C.I.Parhon"", Iasi, Romania|Kemerovo Medical Academy, Regional Clinical Hospital, Kemerovo, Russian Federation|City Clinical Hospital #52, Moscow, Russian Federation|City Mariinskiy Hospital, St. Petersburg, Russian Federation|Leningrad Regional Clinical Hospital, St.-Petersburg, Russian Federation|Tomsk Regional Clinical Hospital, Tomsk, Russian Federation|Belfast City Hospital, Belfast, United Kingdom|Oueen Elizabeth Hospital, Birmingham, United Kingdom|Sussex Renal Unit Royal Sussex County Hospital, Brighton, United Kingdom|Uhcw Mhs Trust, Coventry, United Kingdom|Royal Infirmary, Edinburgh, United Kingdom|Raigmore Hospital, Inverness, United Kingdom|Royal Free and University College Medical School, London, United Kingdom|King's College Hospital, London, United Kingdom|St. George's Hospital, London, United Kingdom|Royal Hallamshire Hospital, Sheffield, United Kingdom|Morriston Hospital, Swansea, United Kingdom","https://ClinicalTrials.gov/show/NCT00428948"
64,"Mineralocorticoid Antagonism and Endothelial Dysfunction in Autosomal Dominant Polycystic Kidney Disease (ADPKD)","Completed","Has Results","ADPKD","Drug: Spironolactone|Drug: Sugar pill","UColorado, Aurora, Colorado, United States","https://ClinicalTrials.gov/show/NCT01853553"
65,"A Study of RGLS4326 in Patients With Autosomal Dominant Polycystic Kidney Disease","Completed","No Results Available","Polycystic Kidney Disease, Autosomal Dominant","Drug: RGLS4326","Balboa Nephrology Medical Group, La Mesa, California, United States|Academic Medical Research Institute, Los Angeles, California, United States|Yale Nephrology Clinical Research, New Haven, Connecticut, United States|Accel Research Sites- Mid-Florida Kidney and Hypertension Care, Altamonte Springs, Florida, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Tufts Medical Center, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|St. Clair Nephrology Research, Roseville, Michigan, United States|Mayo Clinic, Rochester, Minnesota, United States|UT Southwestern Medical Center, Dallas, Texas, United States|ICON Early Phase Services, San Antonio, Texas, United States|Swedish Polycystic Kidney Disease Center, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT04536688"
66,"Pulsed Oral Sirolimus in Autosomal Dominant Polycystic Kidney Disease","Unknown status","No Results Available","Polycystic Kidney, Type 1 Autosomal Dominant Disease|Polycystic Kidney, Type 2 Autosomal Dominant Disease","Drug: Sirolimus|Drug: Placebo","Division of Nephrology and Dialysis, Department of Medicine III, Medical University of Vienna, Vienna, Austria","https://ClinicalTrials.gov/show/NCT02055079"
67,"Use of Low Dose Pioglitazone to Treat Autosomal Dominant Polycystic Kidney Disease","Completed","Has Results","Polycystic Kidney Disease","Drug: Pioglitazone|Drug: Placebo","Indiana University Health, Indianapolis, Indiana, United States","https://ClinicalTrials.gov/show/NCT02697617"
68,"Radiofrequency Ablation for ADPKD Blood Pressure and Disease Progression Control","Unknown status","No Results Available","Autosomal Dominant Polycystic Kidney Disease|Hypertension","Procedure: renal sympathetic denervation|Drug: antihypertensive drugs","Department of Nephrology, Shanghai Changzheng Hospital, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT01932450"
