"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss"
"235","EO-1428","HA1E","trt_cp","down",-0.386680882324173,2.66768221368361e-05,0.000124761495428982,-1.09861809455694,-54.9754573850959,2241,-0.0208794196110557,100,31,"MAPK11; MAPK14","p38 MAPK inhibitor","9801969"
"236","BRD-K07079548","HA1E","trt_cp","down",-0.386117615742552,2.67203406068799e-05,0.000124761495428982,-1.09701777013721,-76.3498438197233,2241,0.742252131236199,100,31,NA,NA,"11957524"
"237","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"ABL1; ABL2; BCR; CYP2B6; CYP2C8; DDR1; DDR2; EPHA2; EPHA4; EPHA5; EPHA8; EPHB1; EPHB2; EPHB3; EPHB4; KIT; MAPK11; MLTK; PDGFRA","ABL inhibitor; BCR-ABL kinase inhibitor","644241"
"238","BRD-K72462751","HA1E","trt_cp","down",-0.385261261006579,2.67638590769236e-05,0.000124761495428982,-1.09458473853077,-54.5292280232039,2241,0.981777350707445,100,31,NA,NA,"NotFound"
"239","amisulpride","HA1E","trt_cp","down",-0.38501915847014,2.67638590769236e-05,0.000124761495428982,-1.09389688909361,-86.5238732708612,2241,-0.0205406126610204,100,31,"DRD3; HTR7","Dopamine receptor antagonist","2159"
"240","BRD-K83194053","HA1E","trt_cp","down",-0.384852207633492,2.67638590769236e-05,0.000124761495428982,-1.09342255685111,-75.0111557340473,2241,-1.09701687366737,100,31,NA,NA,"23631972"
"241","entinostat","HA1E","trt_cp","down",-0.384834473409915,2.67638590769236e-05,0.000124761495428982,-1.09337217127529,-82.3739402052655,2241,-1.2503675387055,100,31,"HDAC1; HDAC2; HDAC3; HDAC9","HDAC inhibitor","4261"
"242","NSC-632839","HA1E","trt_cp","down",-0.384084468665814,2.68073775469674e-05,0.000124761495428982,-1.09124129586733,-59.8393574297189,2241,-1.31714269314772,100,31,"SENP2; USP1; USP2; USP7","Ubiquitin specific protease inhibitor","6477762"
"243","tracazolate","HA1E","trt_cp","down",-0.384058617532175,2.68073775469674e-05,0.000124761495428982,-1.09116784893866,-66.309683177153,2241,0,100,31,NA,"GABA receptor modulator","5522"
"244","CT-200783","HA1E","trt_cp","down",-0.383771263097372,2.68073775469674e-05,0.000124761495428982,-1.09035143210489,-64.4801427933958,2241,0,100,31,NA,NA,"73707405"
"245","mesoridazine","HA1E","trt_cp","down",-0.383123651248393,2.68508960170112e-05,0.000124761495428982,-1.08851147019299,-51.3163766175814,2241,-0.2374173259894,100,31,NA,"Dopamine receptor antagonist","4078"
"246","cinnarizine","HA1E","trt_cp","down",-0.383106861678092,2.68508960170112e-05,0.000124761495428982,-1.08846376851811,-80.5890227576974,2241,0.876968466655856,100,31,"CACNA1C; CACNA1D; CACNA1F; CACNA1G; CACNA1H; CACNA1I; CACNA1S; CHRM1; CHRM4; CHRM5; DRD1; HRH1","Calcium channel blocker","1547484"
"247","BRD-K01621458","HA1E","trt_cp","down",-0.382903881440682,2.68508960170112e-05,0.000124761495428982,-1.08788707137105,-85.7652833556448,2241,-1.07429684128809,100,31,NA,NA,"NotFound"
"248","triphenyl-tin","HA1E","trt_cp","down",-0.382688191003042,2.68508960170112e-05,0.000124761495428982,-1.08727426264829,-82.7755466309683,2241,-1.08727426264829,100,31,NA,NA,"12540"
"249","U-0126","HA1E","trt_cp","down",-0.381643677345407,2.6894414487055e-05,0.000124761495428982,-1.08430664346476,-56.2248995983936,2241,-1.07498461063739,100,31,"AKT1; CHEK1; GSK3B; JAK2; LCK; MAP2K1; MAP2K2; MAP2K7; MAPK11; MAPK12; MAPK14; MAPK8; PRKCA; RAF1; ROCK1; RPS6KB1; SGK1","MEK inhibitor","3006531"
"250","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"ABCB1; ABCG2; CYP3A5; CYP3A7; FKBP1A; FKBP2; FKBP4; IFNG; IL10; IL2; IL2RA; IL4; NFATC1; NFATC2; NFATC3; PPP3CA; PPP3CB; PPP3CC; PPP3R1; PPP3R2","Calcineurin inhibitor","24140138"
"251","AM-580","HA1E","trt_cp","down",-0.380902808653393,2.69379329570988e-05,0.000124761495428982,-1.08220172494423,-59.3931280678269,2241,0,100,31,"RARA","Retinoid receptor agonist","2126"
"252","rimexolone","HA1E","trt_cp","down",-0.380778867588662,2.69379329570988e-05,0.000124761495428982,-1.08184958988249,-71.0397144132084,2241,-1.08274674545743,100,31,"NR3C1; SERPINA6","Glucocorticoid receptor agonist","73707479"
"253","PQ-401","HA1E","trt_cp","down",-0.380570536853221,2.69379329570988e-05,0.000124761495428982,-1.08125769117203,-49.5760821062026,2241,-1.10746319665096,100,31,"IGF1R","IGF-1 inhibitor; IGF-1R inhibitor","9549305"
"254","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"APOA1; APOE; COG2; CYP2C8; CYP3A4; CYP3A5; HMGCR; ITGAL; ITGB2; LDLR; PON1","HMGCR inhibitor","54454"
"255","piperlongumine","HA1E","trt_cp","down",-0.380375862108728,2.69814514271425e-05,0.000124761495428982,-1.08070459116986,-75.5020080321285,2241,-1.06100159484783,100,31,NA,"Glutathione transferase inhibitor","637858"
"256","clemastine","HA1E","trt_cp","down",-0.379852248001893,2.69814514271425e-05,0.000124761495428982,-1.07921692534869,-74.8326639892905,2241,-0.0254241708260004,100,31,"HRH1","Histamine receptor antagonist","26987"
"257","BIBU-1361","HA1E","trt_cp","down",-0.379473963666319,2.70249698971863e-05,0.000124761495428982,-1.07814216309654,-74.6541722445337,2241,-1.3842339053624,100,31,"EGFR","EGFR inhibitor","46861539"
"258","rhapontin","HA1E","trt_cp","down",-0.379010579300168,2.70249698971863e-05,0.000124761495428982,-1.07682561895728,-84.8282016956716,2241,1.0358671122978,100,31,NA,"Apoptosis stimulant","637213"
"259","BRD-K75627148","HA1E","trt_cp","down",-0.37884171838371,2.70249698971863e-05,0.000124761495428982,-1.07634585989298,-78.9825970548862,2241,-1.07749123858623,100,31,NA,NA,"54646518"
"260","thioproperazine","HA1E","trt_cp","down",-0.377577298462483,2.70684883672301e-05,0.000124761495428982,-1.07275345419599,-65.7742079428826,2241,0.0249621820912419,100,31,"ADRA1A; ADRA1B; DRD1","Dopamine receptor antagonist","9429"
"261","BAX-channel-blocker","HA1E","trt_cp","down",-0.37711875904968,2.71120068372739e-05,0.000124761495428982,-1.07145067529225,-53.1012940651495,2241,-1.23289492913827,100,31,"BAX","Cytochrome C release inhibitor","2729027"
"262","MDL-72832","HA1E","trt_cp","down",-0.376769315689159,2.71120068372739e-05,0.000124761495428982,-1.07045785455443,-59.0807675145024,2241,0.859529802343686,100,31,NA,"Serotonin receptor agonist","182585"
"263","BRD-K13665914","HA1E","trt_cp","down",-0.376062896493969,2.71555253073176e-05,0.000124761495428982,-1.06845081219559,-80.5890227576974,2241,-1.14977977961604,100,31,NA,NA,"2100018"
"264","RS-39604","HA1E","trt_cp","down",-0.376011441431276,2.71555253073176e-05,0.000124761495428982,-1.06830462068338,-63.9000446229362,2241,-0.903761181441166,100,31,"HTR4","Serotonin receptor antagonist","5145950"
"265","LE-135","HA1E","trt_cp","down",-0.374717011154533,2.71990437773614e-05,0.000124761495428982,-1.06462695108765,-77.376171352075,2241,-1.00597155582908,100,31,"RARB","Retinoid receptor agonist","10410894"
"266","dieldrin","HA1E","trt_cp","down",-0.374116336914647,2.72425622474052e-05,0.000124761495428982,-1.0629203459281,-76.4837126282909,2241,-1.0629203459281,100,31,NA,NA,"3048"
"267","tyrphostin-AG-1478","HA1E","trt_cp","down",-0.37400197058503,2.72425622474052e-05,0.000124761495428982,-1.06259541411774,-73.2262382864792,2241,-1.23530491665041,100,31,"EGFR; MAPK14","EGFR inhibitor","2051"
"268","BRD-K56411643","HA1E","trt_cp","down",-0.373923364429697,2.72425622474052e-05,0.000124761495428982,-1.06237208229933,-80.4105310129407,2241,-1.10699876572267,100,31,NA,NA,"40911229"
"269","imipramine","HA1E","trt_cp","down",-0.373420782777219,2.7286080717449e-05,0.000124761495428982,-1.06094417281985,-79.8750557786702,2241,-0.930152393384665,100,31,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine reuptake inhibitor; Serotonin reuptake inhibitor","3696"
"270","pyrimethamine","HA1E","trt_cp","down",-0.373265014833102,2.7286080717449e-05,0.000124761495428982,-1.06050161284396,-76.5729585006693,2241,-1.06206418621059,100,31,"DHFR; DHFRP1; HEXA; HEXB; PDF; SLC47A1; STAT3","Dihydrofolate reductase inhibitor","4993"
"271","GW-583340","HA1E","trt_cp","down",-0.372657495523403,2.7286080717449e-05,0.000124761495428982,-1.05877555981952,-77.7777777777778,2241,0,100,31,"EGFR; ERBB2","EGFR inhibitor; ErbB2 inhibitor; Receptor tyrosine protein kinase inhibitor","5329480"
"272","SJB-shh-31","HA1E","trt_cp","down",-0.372265457376165,2.73295991874928e-05,0.000124761495428982,-1.05766172093583,-68.4069611780455,2241,0.552814868729611,100,31,NA,NA,"25109985"
"273","WY-01-045","HA1E","trt_cp","down",-0.372098583485679,2.73295991874928e-05,0.000124761495428982,-1.05718760730887,-62.2936189201249,2241,-0.730899407170765,100,31,NA,NA,"70680407"
"274","AR-A014418","HA1E","trt_cp","down",-0.371868227153703,2.73295991874928e-05,0.000124761495428982,-1.05653313059157,-62.5613565372601,2241,-0.425076853939834,100,31,"GSK3B","Glycogen synthase kinase inhibitor","448014"
"275","BRD-A76641868","HA1E","trt_cp","down",-0.371312309517586,2.73731176575365e-05,0.000124761495428982,-1.05495368562276,-60.1517179830433,2241,-1.13844435150136,100,31,NA,NA,"663281"
"276","CAM-9-027-3","HA1E","trt_cp","down",-0.370457445047596,2.74166361275803e-05,0.000124761495428982,-1.05252488808439,-76.2605979473449,2241,-1.39500319678725,100,31,NA,NA,"49849912"
"277","cetirizine","HA1E","trt_cp","down",-0.370360449582675,2.74166361275803e-05,0.000124761495428982,-1.05224930949304,-64.6140116019634,2241,0.842926891767388,100,31,"HRH1; IL8","Histamine receptor antagonist","2678"
"278","rhamnetin","HA1E","trt_cp","down",-0.369953983875533,2.74166361275803e-05,0.000124761495428982,-1.05109447975851,-55.2878179384203,2241,-0.677259633340169,100,31,"ALOX5; MAPK8","HDAC inhibitor","5281691"
"279","PD-102807","HA1E","trt_cp","down",-0.369891607619544,2.74166361275803e-05,0.000124761495428982,-1.05091725950628,-57.1619812583668,2241,-1.04167168288331,100,31,"CHRM4","Acetylcholine receptor antagonist","4995951"
"280","N-formylmethionylalanine","HA1E","trt_cp","down",-0.369828186837824,2.74166361275803e-05,0.000124761495428982,-1.05073707160055,-56.8942436412316,2241,0.02298848079216,100,31,NA,NA,"4363"
"281","nizatidine","HA1E","trt_cp","down",-0.369643294899907,2.74166361275803e-05,0.000124761495428982,-1.05021176601184,-59.7054886211513,2241,-0.0278586783153422,100,31,"HRH2","Histamine receptor antagonist","5353831"
"282","sertraline","HA1E","trt_cp","down",-0.369618413464061,2.74166361275803e-05,0.000124761495428982,-1.05014107413932,-64.7925033467202,2241,-1.24064944547354,100,31,"CYP2C9; PGRMC1; SIGMAR1; SLC6A3; SLC6A4","Serotonin receptor antagonist","6093397"
"283","amitriptyline","HA1E","trt_cp","down",-0.369157323664296,2.74601545976241e-05,0.000124761495428982,-1.0488310492056,-49.6207050423918,2241,-0.918431655041583,100,31,"ADRA1A; ADRA1B; ADRA1D; ADRB1; ADRB2; ADRB3; CHRM1; CHRM4; CHRM5; CYP2C9; HRH1; HRH2; HRH4; HTR1B; HTR1D; HTR6; HTR7; KCNA1; KCND2; KCND3; KCNQ2; KCNQ3; NTRK1; NTRK2; OPRD1; OPRK1; OPRM1; ORM2; SIGMAR1; SLC6A2; SLC6A4","Norepinephrine inhibitor; Norepinephrine reuptake inhibitor; Serotonin receptor antagonist; Serotonin reuptake inhibitor","2160"
"284","arvanil","HA1E","trt_cp","down",-0.368801039218012,2.74601545976241e-05,0.000124761495428982,-1.04781879192217,-68.9870593485051,2241,-0.680615835950236,100,31,"CNR1; TRPV1","TRPV agonist","6449767"
"285","fenbendazole","HA1E","trt_cp","down",-0.368619059144622,2.74601545976241e-05,0.000124761495428982,-1.04730175937514,-44.2213297634984,2241,0.0263327004475226,100,31,"CYP2D6; CYP2J2; CYP3A4; TUBB","Tubulin inhibitor","3334"
"286","isoxsuprine","HA1E","trt_cp","down",-0.367226357765676,2.75471915377116e-05,0.000124761495428982,-1.04334488691217,-78.0008924587238,2241,0.912863737047925,100,31,"ADRB2","Adrenergic receptor agonist","3783"
"287","T-0901317","HA1E","trt_cp","down",-0.366848926146837,2.75471915377116e-05,0.000124761495428982,-1.04227254735553,-50.6470325747434,2241,-0.853811739318938,100,31,"ABCA1; NCOA1; NCOA2; NR1H2; NR1H3; NR1I2; RORA; RORC; RXRB","ABC transporter expression enhancer; LXR agonist; ROR inverse agonist","447912"
"288","ICI-118551","HA1E","trt_cp","down",-0.366814150144237,2.75471915377116e-05,0.000124761495428982,-1.04217374354221,-77.6885319053994,2241,-0.730377466155314,100,31,NA,"Adrenergic receptor antagonist","5484725"
"289","zaldaride","HA1E","trt_cp","down",-0.366483058050636,2.75907100077554e-05,0.000124761495428982,-1.04123306149243,-75.3681392235609,2241,-0.776867075727728,100,31,"CALM1","Calmodulin antagonist","65909"
"290","BRD-K25522720","HA1E","trt_cp","down",-0.366020428263501,2.75907100077554e-05,0.000124761495428982,-1.03991866122476,-72.4676483712628,2241,0,100,31,NA,NA,"1400698"
"291","artesunate","HA1E","trt_cp","down",-0.365901672740515,2.75907100077554e-05,0.000124761495428982,-1.039581259061,-67.7376171352075,2241,-1.14294087521209,100,31,NA,"DNA synthesis inhibitor","73707396"
"292","nimesulide","HA1E","trt_cp","down",-0.36547559779335,2.76342284777992e-05,0.000124761495428982,-1.0383707165491,-52.9228023203927,2241,1.01493270078857,100,31,"EPX; LPO; LTF; MPO; PLA2G2E; TF; TNFRSF10A; TNFRSF10B","Cyclooxygenase inhibitor","4495"
"293","MW-SHH-61","HA1E","trt_cp","down",-0.364825291198258,2.76342284777992e-05,0.000124761495428982,-1.03652309846133,-57.5635876840696,2241,-0.928542881940019,100,31,NA,NA,"70680406"
"294","BRD-K06765193","NKDBA","trt_cp","down",-0.364573202884696,2.76342284777992e-05,0.000124761495428982,-0.880550883938457,NA,229,-0.316998318217844,100,31,NA,NA,"5904441"
"295","paclitaxel","HA1E","trt_cp","down",-0.364563214541065,2.76342284777992e-05,0.000124761495428982,-1.03577849956618,-54.9754573850959,2241,-1.00293973618305,100,31,"ABCB1; BCL2; CYP2C8; KIF11; KIF1A; KIF1B; KIF1C; KIF5B; MAP2; MAP4; MAPT; NDC80; NR1I2; NUF2; TLR4; TUBB; TUBB1","Tubulin inhibitor","4666"
"296","TC-2559","HA1E","trt_cp","down",-0.364535955899424,2.76342284777992e-05,0.000124761495428982,-1.03570105369723,-52.4765729585007,2241,-0.0217113606604516,100,31,"CHRNA4","Acetylcholine receptor agonist","9823180"
"297","flufenamic-acid","HA1E","trt_cp","down",-0.364513836120203,2.76342284777992e-05,0.000124761495428982,-1.03563820810333,-53.1459170013387,2241,-0.0233581445850701,100,31,"AKR1C3; ANO1; AR; GJA1; GJA10; GJA3; GJA4; GJA5; GJA8; GJA9; GJB1; GJB2; GJB3; GJB4; GJB5; GJB6; GJB7; GJC1; GJC2; GJC3; GJD2; GJD3; GJD4; GJE1; PANX1; PANX2; PANX3; PKD2L1; TRPC5; TRPM2; TRPM5","Chloride channel blocker","3371"
"298","mebendazole","HA1E","trt_cp","down",-0.364415592489383,2.77212654178868e-05,0.000124761495428982,-1.03535908328638,-58.5006693440428,2241,0,100,31,"TUBA1A; TUBB; TUBB4B","Tubulin inhibitor","4030"
"299","SB-408124","HA1E","trt_cp","down",-0.362857332757014,2.77647838879305e-05,0.000124761495428982,-1.03093183483358,-61.5796519410977,2241,-0.60171141856749,100,31,"HCRTR1; HCRTR2","Orexin receptor antagonist","4331799"
"300","H-89","HA1E","trt_cp","down",-0.362670541672145,2.77647838879305e-05,0.000124761495428982,-1.03040113348495,-63.186077643909,2241,-1.11743961405617,100,31,"GSG2; KCNA2; KCNA3; KCNA5; KCNAB2; KCNC1; KCNC2; KCNC3; KCNE1; KCNE2; KCNE3; KCNE4; KCNH1; KCNH2; KCNQ1; KCNQ2; KCNQ3; KCNQ5; KCNS3; PKIA; PRKACA","PKA inhibitor","449241"
"301","digitoxin","HA1E","trt_cp","down",-0.362149493462911,2.78083023579743e-05,0.000124761495428982,-1.02892075776179,-75.1004016064257,2241,-0.647124153884222,100,31,"ATP1A1","ATPase inhibitor","441207"
"302","chlorprothixene","HA1E","trt_cp","down",-0.361319936862897,2.78518208280181e-05,0.000124761495428982,-1.02656386365894,-58.5006693440428,2241,-1.12548311472518,100,31,"CHRM1; CHRM4; CHRM5; DRD1; DRD3; HRH1; HTR2B","Dopamine receptor antagonist","667467"
"303","cinobufagin","HA1E","trt_cp","down",-0.360802240146874,2.78518208280181e-05,0.000124761495428982,-1.02509301002817,-66.8451584114235,2241,-0.566572780302511,100,31,"ATP1A1; ATP1A2; ATP1A3; ATP1A4; ATP1B1; ATP1B2; ATP1B3; ATP1B4; FXYD2","ATPase inhibitor","23947601"
"304","pifithrin","HA1E","trt_cp","down",-0.360618985478458,2.78518208280181e-05,0.000124761495428982,-1.02457235616646,-53.0566711289603,2241,-0.841113571631092,100,31,NA,"Interleukin receptor antagonist","443278"
"305","amperozide","HA1E","trt_cp","down",-0.359785725254034,2.78953392980619e-05,0.000124761495428982,-1.02220493951393,-59.2146363230701,2241,-0.973672209966633,100,31,"FAAH","Dopamine receptor antagonist","73333"
"306","BRD-K08438429","HA1E","trt_cp","down",-0.35949428200145,2.79388577681057e-05,0.000124761495428982,-1.02137690573864,-44.4444444444444,2241,-0.848917067169713,100,31,NA,NA,"9893924"
"307","BRD-K53987746","HA1E","trt_cp","down",-0.359230697778688,2.79388577681057e-05,0.000124761495428982,-1.02062802362472,-66.6220437304775,2241,-0.768073857364012,100,31,NA,NA,"9581008"
"308","tetrindole","HA1E","trt_cp","down",-0.357795115001775,2.79823762381494e-05,0.000124761495428982,-1.01654931871055,-60.7764390896921,2241,-1.35297703868774,100,31,"MAOA","Monoamine oxidase inhibitor","160019"
"309","sinensetin","HA1E","trt_cp","down",-0.357108974109558,2.80258947081932e-05,0.000124761495428982,-1.01459989003677,-57.4743418116912,2241,1.13556760988485,100,31,NA,"Cyclooxygenase inhibitor","145659"
"310","pinocembrin","HA1E","trt_cp","down",-0.357081467505334,2.80258947081932e-05,0.000124761495428982,-1.01452173966911,-54.7969656403391,2241,1.02022223603219,100,31,"AR; CYP1B1; SRD5A1; SRD5A2","CYP1B1 inhibitor","68071"
"311","clofarabine","HA1E","trt_cp","down",-0.357024133167326,2.80258947081932e-05,0.000124761495428982,-1.01435884425831,-63.0075858991522,2241,-1.55838203946296,100,31,"DCK; POLA1; RRM1; RRM2; SLC22A8","Ribonucleoside reductase inhibitor","119182"
"312","paroxetine","HA1E","trt_cp","down",-0.356747363951191,2.80258947081932e-05,0.000124761495428982,-1.01357250161051,-48.9067380633646,2241,-1.15756245926976,100,31,"ADRBK1; CHRM1; CHRM4; CHRM5; CYP2B6; GNG2; GNG4; GRK1; SLC6A2; SLC6A4","Selective serotonin reuptake inhibitor (SSRI)","9951025"
"313","scandenin","HA1E","trt_cp","down",-0.355470743441024,2.83087647634778e-05,0.000124761495428982,-1.00994543221953,-53.4136546184739,2241,-0.0100994543221953,100,31,NA,"Plant compound with antimicrobial activity","634819"
"314","BRD-K58547375","HA1E","trt_cp","down",-0.355066619528878,2.83087647634778e-05,0.000124761495428982,-1.00879725587407,-65.7742079428826,2241,0.836832827382451,100,31,NA,NA,"70680397"
"315","BRD-K32580836","HA1E","trt_cp","down",-0.354694202870317,2.83087647634778e-05,0.000124761495428982,-1.00773916456801,-85.2744310575636,2241,1.1183411455289,100,31,NA,NA,"44142119"
"316","estradiol-cypionate","HA1E","trt_cp","down",-0.354035983596647,2.83958017035653e-05,0.000124761495428982,-1.00586906537951,-74.7880410531013,2241,-0.560743376951498,100,31,"ESR1","Estrogen receptor agonist","9403"
"317","cefixime","HA1E","trt_cp","down",-0.353983718122383,2.83958017035653e-05,0.000124761495428982,-1.00572057136708,-52.7889335118251,2241,-0.621132034824374,100,31,NA,"Bacterial cell wall synthesis inhibitor","6321411"
"318","sericetin","HA1E","trt_cp","down",-0.353883375184799,2.83958017035653e-05,0.000124761495428982,-1.00543548210632,-70.504239178938,2241,-1.00577445640262,100,31,NA,NA,"4020240"
"319","L-741742","HA1E","trt_cp","down",-0.353772132325469,2.83958017035653e-05,0.000124761495428982,-1.00511942454119,-70.95046854083,2241,-0.900361944964197,100,31,"DRD3; DRD4; SCN1A; SCN3A","Dopamine receptor antagonist","133008"
"320","farnesylthioacetic-acid","HA1E","trt_cp","down",-0.35347993247322,2.85481163487185e-05,0.000124761495428982,-1.00428924115333,-66.7112896028559,2241,0.834859978217767,100,31,NA,"Inhibitor of methyl esterification of farnesylated proteins","5353623"
"321","AZD-8055","HA1E","trt_cp","down",-0.35303272087533,2.85481163487185e-05,0.000124761495428982,-1.00301864626231,-69.4779116465863,2241,-1.2017165895158,100,31,"MTOR","MTOR inhibitor","25262965"
"322","BRD-K28366444","HA1E","trt_cp","down",-0.35284384473681,2.85481163487185e-05,0.000124761495428982,-1.00248202096509,-82.5078090138331,2241,0.0136448837744208,100,31,NA,NA,"3234518"
"323","nobiletin","HA1E","trt_cp","down",-0.352802727664282,2.85481163487185e-05,0.000124761495428982,-1.00236520122577,-52.8781793842035,2241,-0.846473444280253,100,31,"ABCB1; MAP2K1; TYR","MEK inhibitor","72344"
"324","fluspirilene","HA1E","trt_cp","down",-0.35254487280373,2.85481163487185e-05,0.000124761495428982,-1.00163259708493,-69.9687639446676,2241,-0.654662897546322,100,31,"CACNG1; HRH1; HTR1D; HTR1E","Dopamine receptor antagonist","3396"
"325","carbenoxolone","HA1E","trt_cp","down",-0.352436353335803,2.8656912523828e-05,0.000124761495428982,-1.00132427708121,-55.5109326193664,2241,0.777211521006128,100,31,"GJA1; GJA10; GJA3; GJA4; GJA5; GJA8; GJA9; GJB1; GJB2; GJB3; GJB4; GJB5; GJB6; GJB7; GJC1; GJC2; GJC3; GJD2; GJD3; GJD4; GJE1; HSD11B1; PANX1; PANX2; PANX3","11-beta-HSD1 inhibitor","636403"
"326","rimcazole","HA1E","trt_cp","down",-0.352306673728652,2.8656912523828e-05,0.000124761495428982,-1.00095583796404,-67.5591253904507,2241,-0.937551067315,100,31,"SIGMAR1","Sigma receptor antagonist","5072"
"327","methyl-angolensate","HA1E","trt_cp","down",-0.352094046295957,2.8656912523828e-05,0.000124761495428982,-1.00035173169544,-44.8014279339581,2241,0.0120426678866479,100,31,"HTR2B","Apoptosis inhibitor","21596327"
"328","BRD-K83694683","HA1E","trt_cp","down",-0.351755752790673,2.8656912523828e-05,0.000124761495428982,-0.999390589360344,-72.9138777331548,2241,-0.0268010723343269,100,31,NA,NA,"54631469"
"329","coumestrol","HA1E","trt_cp","down",-0.351298494291839,2.88745048740469e-05,0.000124761495428982,-0.998091449724347,-45.1584114234717,2241,0,100,31,"ESR1; ESR2","Estrogen receptor agonist","5281707"
"330","dorsomorphin","HA1E","trt_cp","down",-0.351079476144076,2.88745048740469e-05,0.000124761495428982,-0.997469186480501,-51.5841142347166,2241,-1.08687300261669,100,31,"ACVR1; BMPR1A; BMPR1B; EPHA2; FKBP1A; FLT1; FLT3; KDR; LCK; MKNK1; PRKAA1; RPS6KA1; SRC","AMPK inhibitor","11524144"
"331","CFM-1571","HA1E","trt_cp","down",-0.350974390732602,2.88745048740469e-05,0.000124761495428982,-0.997170623143658,-69.7456492637215,2241,-0.962064639868399,100,31,NA,"Guanylate cyclase activator","9844347"
"332","tranilast","HA1E","trt_cp","down",-0.350599197760657,2.88745048740469e-05,0.000124761495428982,-0.996104643916933,-49.1744756804998,2241,0.0209173987274155,100,31,"HPGDS; HRH1; IDO1; IFNG; IL10; IL2; IL4; SLC22A12; STS; TGFB1; TNF; TRPV2","Angiogenesis inhibitor","5282230"
"333","chlorphenesin-carbamate","HA1E","trt_cp","down",-0.350473992054574,2.9048578754222e-05,0.000124761495428982,-0.995748915820375,-72.3784024988844,2241,0.0159577243497698,100,31,NA,NA,"2724"
"334","BRD-K63569039","HA1E","trt_cp","down",-0.350341932215999,2.9048578754222e-05,0.000124761495428982,-0.995373714110505,-68.3177153056671,2241,-0.8307116454168,100,31,NA,NA,"3235086"
"335","proscillaridin","HA1E","trt_cp","down",-0.350249394557985,2.9048578754222e-05,0.000124761495428982,-0.995110800813857,-67.8714859437751,2241,-0.786688145273769,100,31,"ATP1A1","ATPase inhibitor","5284613"
"336","BRL-54443","HA1E","trt_cp","down",-0.350202406905582,2.9048578754222e-05,0.000124761495428982,-0.994977301880989,-46.6755912539045,2241,0.0226203649131744,100,31,"HTR1E; HTR1F","Serotonin receptor agonist","2438"
"337","meclofenamic-acid","HA1E","trt_cp","down",-0.350185285883848,2.9048578754222e-05,0.000124761495428982,-0.994928658503118,-51.004016064257,2241,0.944668511847331,100,31,"ALOX5; CNR1; KCNQ2; KCNQ3","Cyclooxygenase inhibitor; Prostanoid receptor antagonist","23663959"
"338","BRD-K00640357","HA1E","trt_cp","down",-0.350106473973668,2.9048578754222e-05,0.000124761495428982,-0.994704742104487,-56.2248995983936,2241,-0.887306986213831,100,31,NA,NA,"2941340"
"339","PSB-36","HA1E","trt_cp","down",-0.349644420857301,2.9048578754222e-05,0.000124761495428982,-0.993391980244535,-69.7010263275323,2241,-0.932811706272351,100,31,"ADORA1; ADORA2A; ADORA2B; ADORA3","Adenosine receptor antagonist","11689583"
"340","formoterol","HA1E","trt_cp","down",-0.349468257480614,2.9440244984616e-05,0.000124761495428982,-0.992891473800919,-47.2110664881749,2241,0.0279433544961389,100,31,"ADRB1; ADRB2; ADRB3","Adrenergic receptor agonist","23581795"
"341","rhizocarpic-acid","HA1E","trt_cp","down",-0.348157402244277,2.97013558048787e-05,0.000124761495428982,-0.989167138443741,-42.347166443552,2241,0.761851629994082,100,31,NA,NA,"73707395"
"342","TMPH","HA1E","trt_cp","down",-0.347577409886982,2.97013558048787e-05,0.000124761495428982,-0.987519293599177,-73.2708612226684,2241,0.715074722851981,100,31,NA,NA,"17250"
"343","7b-cis","HA1E","trt_cp","down",-0.347276865210913,2.99407073901195e-05,0.000124761495428982,-0.986665401321473,-61.7135207496653,2241,-1.44494731645414,100,31,"XPO1","Exportin antagonist","44589607"
"344","xylazine","HA1E","trt_cp","down",-0.347139233200211,2.99407073901195e-05,0.000124761495428982,-0.986274368239005,-81.9277108433735,2241,0.755006445683752,100,31,"ADRA2B; ADRA2C","Adrenergic receptor agonist","5707"
"345","BP-554","HA1E","trt_cp","down",-0.347108984009523,2.99407073901195e-05,0.000124761495428982,-0.986188425773901,-46.7202141900937,2241,0.72156493905974,100,31,NA,"Serotonin receptor agonist","134117"
"346","SA-247582","NKDBA","trt_cp","down",-0.346165613926621,3.01582997403383e-05,0.000124761495428982,-0.836091174338422,NA,229,-0.815938616783749,100,31,NA,NA,"44508028"
