"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss"
"239","mibefradil","HA1E","trt_cp","down",-0.221213693580625,0.110622188353248,0.314451408995329,-0.856674300829581,-43.4181169120928,2241,-1.15052569467063,106,100,"ANO1; CACNA1C; CACNA1D; CACNA1F; CACNA1G; CACNA1H; CACNA1I; CACNA1S; CACNB1; CACNB2; CACNB3; CACNB4; CATSPER1; CATSPER2; CATSPER3; CATSPER4; CYP3A5; CYP3A7; SCN2A; SCN4A; SCN5A; SCN9A","T-type calcium channel blocker","5230270"
"240","BRD-K00863322","HA1E","trt_cp","down",-0.221101921852662,0.110622188353248,0.314451408995329,-0.856241452549009,-58.8576528335564,2241,0,106,100,NA,NA,"4675130"
"241","piperacetazine","HA1E","trt_cp","down",-0.220680118442835,0.110622188353248,0.314451408995329,-0.854607972562523,-41.4100847835788,2241,0,106,100,NA,"Dopamine receptor antagonist","19675"
"242","thiostrepton","NKDBA","trt_cp","down",-0.22019085471871,0.115029325573816,0.314451408995329,-0.744827565004287,NA,229,0,106,100,"FOXM1","FOXM1 inhibitor; Protein synthesis inhibitor","16129995"
"243","etifenin","HA1E","trt_cp","down",-0.220082506137915,0.115029325573816,0.314451408995329,-0.852293653339341,-38.9558232931727,2241,0,106,100,NA,"Compound used in hepatobiliary scans of the liver","170344"
"244","dilazep","HA1E","trt_cp","down",-0.218964341008192,0.119505026143938,0.314451408995329,-0.847963436185001,-45.6046407853637,2241,-0.937586298829743,106,100,"CACNA1C; SLC29A1","Adenosine reuptake inhibitor","3074"
"245","ZD-7114","HA1E","trt_cp","down",-0.218530304097707,0.119505026143938,0.314451408995329,-0.846282580624908,-50.7362784471218,2241,0,106,100,"ADRB3","Adrenergic receptor agonist","121877"
"246","ozagrel","HA1E","trt_cp","down",-0.218358180004995,0.124057253943633,0.314451408995329,-0.845616011189748,-41.231593038822,2241,0,106,100,"TBXAS1","Thromboxane synthase inhibitor","5282440"
"247","tolmetin","HA1E","trt_cp","down",-0.218271718951261,0.124057253943633,0.314451408995329,-0.845281181272315,-57.6082106202588,2241,-0.0253584354381693,106,100,NA,"Cyclooxygenase inhibitor","5509"
"248","PQ-401","HA1E","trt_cp","down",-0.218263593010291,0.124057253943633,0.314451408995329,-0.845249712674298,-30.9236947791165,2241,-1.07190774240429,106,100,"IGF1R","IGF-1 inhibitor; IGF-1R inhibitor","9549305"
"249","NSC-119889","HA1E","trt_cp","down",-0.218218344429279,0.124057253943633,0.314451408995329,-0.845074482579476,-60.9995537706381,2241,0.0198887136359324,106,100,NA,"Protein synthesis inhibitor","274104"
"250","BRD-A98200599","HA1E","trt_cp","down",-0.217851726891046,0.124057253943633,0.314451408995329,-0.843654715935948,-44.2659526996876,2241,0,106,100,NA,NA,"570188"
"251","BRD-K13146765","HA1E","trt_cp","down",-0.217609874462547,0.124057253943633,0.314451408995329,-0.842718115869585,-44.4890673806336,2241,-0.0119786456577841,106,100,NA,NA,"25199536"
"252","BRD-K39345836","HA1E","trt_cp","down",-0.21672817391598,0.128673606208937,0.314451408995329,-0.839303633759343,-47.3449352967425,2241,-0.0167860726751869,106,100,NA,NA,"2432214"
"253","BRD-K78883024","HA1E","trt_cp","down",-0.216051888497456,0.133358826453085,0.314451408995329,-0.836684644271404,-60.5979473449353,2241,-0.783764177221053,106,100,NA,NA,"56643192"
"254","BRD-K35790918","HA1E","trt_cp","down",-0.216015921855973,0.133358826453085,0.314451408995329,-0.836545359505861,-56.8496207050424,2241,-0.0167309071901172,106,100,NA,NA,"44142086"
"255","indirubin-3-monoxime","HA1E","trt_cp","down",-0.215677386096444,0.133358826453085,0.314451408995329,-0.835234342631606,-50.9593931280678,2241,0,106,100,NA,NA,"3707"
"256","KU-0060648","HA1E","trt_cp","down",-0.215288468768159,0.138118354484833,0.314451408995329,-0.83372821760428,-41.3208389112004,2241,-1.06438938577844,106,100,"PIK3CA; PIK3CB; PIK3CD; PIK3CG; PRKDC","DNA dependent protein kinase inhibitor; PI3K inhibitor","11964036"
"257","carvedilol","HA1E","trt_cp","down",-0.214917618303102,0.138118354484833,0.314451408995329,-0.832292058487172,-42.1686746987952,2241,0,106,100,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CYP2E1; GJA1; HIF1A; KCNH2; KCNJ4; NDUFC2; NPPB; RYR2; SELE; VCAM1; VEGFA","Adrenergic receptor antagonist","2585"
"258","phentermine","HA1E","trt_cp","down",-0.214585717242968,0.138118354484833,0.314451408995329,-0.831006735214311,-44.3998215082552,2241,0,106,100,"MAOA; MAOB; SLC6A2; SLC6A3; SLC6A4","Dopamine uptake inhibitor; Serotonin reuptake inhibitor","4771"
"259","BRD-K75644678","HA1E","trt_cp","down",-0.214080401726903,0.14291145701622,0.314451408995329,-0.829049845433138,-51.3609995537706,2241,-0.0136859619937053,106,100,NA,NA,"23640021"
"260","nitrendipine","HA1E","trt_cp","down",-0.212641812894336,0.147753561344876,0.314451408995329,-0.823478752331385,-47.0771976796073,2241,0,106,100,"CACNA1C; CACNA1D; CACNA1H; CACNA1S; CACNA2D1; CACNA2D2; CACNB2; CACNG1; KCNN4","Calcium channel blocker","4507"
"261","CITCO","HA1E","trt_cp","down",-0.211964880431637,0.152643166083584,0.314451408995329,-0.820857257093884,-44.3105756358768,2241,0.0224963790129217,106,100,"NR1I3","CAR agonist","9600409"
"262","rosuvastatin","HA1E","trt_cp","down",-0.211807914666391,0.152643166083584,0.314451408995329,-0.820249389945063,-34.9397590361446,2241,0,106,100,"APOB; CRP; HMGCR; SLCO1B1","HMGCR inhibitor","446157"
"263","GR-127935","HA1E","trt_cp","down",-0.211563760618629,0.152643166083584,0.314451408995329,-0.819303876605563,-29.0049085229808,2241,-0.823573907327246,106,100,"HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR6","Serotonin receptor antagonist","107780"
"264","SB-222200","HA1E","trt_cp","down",-0.211507350010308,0.152643166083584,0.314451408995329,-0.819085420335244,-48.5051316376618,2241,0,106,100,"TACR3","Tachykinin antagonist","6604009"
"265","AZD-8055","HA1E","trt_cp","down",-0.210801445404421,0.157560361532301,0.314451408995329,-0.816351727294312,-44.8906738063365,2241,-1.02109126711073,106,100,"MTOR","MTOR inhibitor","25262965"
"266","PSH-028","HA1E","trt_cp","down",-0.210586843088561,0.157560361532301,0.314451408995329,-0.815520656279131,-45.1137884872825,2241,0,106,100,NA,NA,"24747194"
"267","DMP-543","HA1E","trt_cp","down",-0.20942312405397,0.167478438447628,0.314451408995329,-0.811014026629837,-32.0838911200357,2241,0,106,100,NA,"Acetylcholine release stimulant","9887884"
"268","CPCCOEt","HA1E","trt_cp","down",-0.209204769964077,0.167478438447628,0.314451408995329,-0.810168426458054,-56.7157518964748,2241,0,106,100,"GRM1","Glutamate receptor antagonist","6278000"
"269","metergoline","HA1E","trt_cp","down",-0.209180439916752,0.167478438447628,0.314451408995329,-0.810074205680198,-42.4364123159304,2241,0,106,100,"HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR5A; HTR6; HTR7; SCN2A","Dopamine receptor agonist; Serotonin receptor antagonist","28693"
"270","pyrazolanthrone","HA1E","trt_cp","down",-0.20911940795523,0.167478438447628,0.314451408995329,-0.80983785271254,-38.0633645693887,2241,0,106,100,"LRRK2; MAPK10; MAPK8; MAPK8IP1; MAPK9; TTK","JNK inhibitor","8515"
"271","nadolol","HA1E","trt_cp","down",-0.208868354893276,0.167478438447628,0.314451408995329,-0.808865622183589,-42.3917893797412,2241,-0.0221363331446539,106,100,"ADRB1; ADRB2; ADRB3","Adrenergic receptor antagonist","39147"
"272","escitalopram","HA1E","trt_cp","down",-0.208534785670646,0.167478438447628,0.314451408995329,-0.807573838768426,-36.6354306113342,2241,0,106,100,"ADRA1A; CHRM1; HRH1; SLC6A2; SLC6A3; SLC6A4","Selective serotonin reuptake inhibitor (SSRI)","146570"
"273","pirfenidone","HA1E","trt_cp","down",-0.20830470342026,0.172464501875189,0.314451408995329,-0.806682820008272,-42.6149040606872,2241,0.75607563390963,106,100,"FURIN; MAPK14; TNF; TNFRSF1A","TGF beta receptor inhibitor","40632"
"274","erythromycin-ethylsuccinate","HA1E","trt_cp","down",-0.207572277265287,0.172464501875189,0.314451408995329,-0.803846419358456,-44.578313253012,2241,-0.690030465417548,106,100,NA,NA,"443953"
"275","scopolamine","HA1E","trt_cp","down",-0.207014892366766,0.177460030569984,0.314451408995329,-0.801687885180463,-49.7991967871486,2241,0,106,100,"CHRM1; CHRM4; CHRM5; CHRNA4; CHRNB2; RELA; SI","Acetylcholine receptor antagonist","2837667"
"276","ZK-93423","HA1E","trt_cp","down",-0.206814570242259,0.177460030569984,0.314451408995329,-0.800912115773176,-50.9593931280678,2241,0,106,100,"GABRA2; GABRA3; GABRA5; GABRB2; GABRG2","Benzodiazepine receptor agonist","121926"
"277","sildenafil","HA1E","trt_cp","down",-0.205392155061215,0.187423279657217,0.314451408995329,-0.795403656911584,-43.8197233377956,2241,0,106,100,"C1S; PDE11A; PDE5A; PDE6C; PDE6G; PDE6H; SLCO1B1; SLCO1B3","Phosphodiesterase inhibitor","5212"
"278","BRD-K45355657","HA1E","trt_cp","down",-0.205060483198331,0.187423279657217,0.314451408995329,-0.794119221230218,-31.4145470771977,2241,0,106,100,NA,NA,"23648024"
"279","asiatic-acid","HA1E","trt_cp","down",-0.2049708099382,0.187423279657217,0.314451408995329,-0.793771951691061,-43.462739848282,2241,0,106,100,"PYGM","Apoptosis stimulant","119034"
"280","BRD-A56831909","HA1E","trt_cp","down",-0.204717831246834,0.187423279657217,0.314451408995329,-0.792792263950923,-41.7670682730924,2241,-0.651790974501049,106,100,NA,NA,"44142078"
"281","felodipine","HA1E","trt_cp","down",-0.204339093750621,0.192382339874116,0.314451408995329,-0.791325561440268,-33.5564480142793,2241,0,106,100,"CACNA1C; CACNA1D; CACNA1H; CACNA1S; CACNA2D1; CACNA2D2; CACNB2; CALM1; CALM2; CALM3; CFTR; NR3C2; PDE1A; PDE1B; TNNC1; TNNC2","Calcium channel blocker","3333"
"282","MDL-11939","HA1E","trt_cp","down",-0.204177218144639,0.192382339874116,0.314451408995329,-0.790698680394472,-38.5988398036591,2241,0.0145124115734267,106,100,"HTR2B","Serotonin receptor antagonist","71781"
"283","alimemazine","HA1E","trt_cp","down",-0.20376123241719,0.192382339874116,0.314451408995329,-0.789087730021332,-39.6697902721999,2241,-0.793188436452727,106,100,"HRH1","Histamine receptor agonist","5574"
"284","r(-)-propylnorapomorphine","HA1E","trt_cp","down",-0.203132847744811,0.197308543646131,0.314451408995329,-0.786654241428701,-41.2762159750112,2241,0.0249421954630075,106,100,"DRD1; DRD3","Dopamine receptor agonist; TRPA1 modulator","NotFound"
"285","mead-ethanolamide","HA1E","trt_cp","down",-0.202994923820151,0.197308543646131,0.314451408995329,-0.786120115896899,-43.5519857206604,2241,-0.0218375518752887,106,100,NA,"Cannabinoid receptor agonist","16061185"
"286","SA-96816","NKDBA","trt_cp","down",-0.202992926524731,0.197308543646131,0.314451408995329,-0.686653073624053,NA,229,-0.460057559328115,106,100,NA,NA,"44494782"
"287","RU-28318","HA1E","trt_cp","down",-0.202337087944261,0.202205938190978,0.314451408995329,-0.783572574287169,-50.334672021419,2241,0.99997220943197,106,100,"NR3C2","Cytochrome P450 inhibitor","3034004"
"288","parachlorophenol","HA1E","trt_cp","down",-0.201354043700566,0.207062555929394,0.314451408995329,-0.779765627589971,-37.5725122713075,2241,0,106,100,"SCN4A","Anti-infective","4684"
"289","megestrol","HA1E","trt_cp","down",-0.199992290072294,0.211857943180458,0.314451408995329,-0.774492087247508,-42.0348058902276,2241,0,106,100,"PGR","progesterone receptor agonist; Progesterone receptor agonist","73707408"
"290","prothionamide","HA1E","trt_cp","down",-0.199784295248034,0.211857943180458,0.314451408995329,-0.773686604468552,-38.2418563141455,2241,0,106,100,NA,"Mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor","666418"
"291","diazepam","HA1E","trt_cp","down",-0.198851092148821,0.216603675857202,0.314451408995329,-0.770072673072125,-46.7648371262829,2241,0,106,100,"ABAT; ADRA1A; DBI; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; GABRR1; GABRR2; GABRR3; TSPO","Benzodiazepine receptor agonist","3016"
"292","fludroxycortide","HA1E","trt_cp","down",-0.198773036801866,0.216603675857202,0.314451408995329,-0.769770395176502,-37.037037037037,2241,0,106,100,"NR3C1; SERPINA6","Glucocorticoid receptor agonist","5702172"
"293","GW-5074","HA1E","trt_cp","down",-0.197593535858651,0.221300384977442,0.314451408995329,-0.765202648354407,-33.6456938866577,2241,0,106,100,"LRRK1; LRRK2; NTRK1; RAF1","Leucine rich repeat kinase inhibitor; RAF inhibitor","5924208"
"294","hydrastine-(1r,-9s)","HA1E","trt_cp","down",-0.197113341982359,0.225907946511797,0.314451408995329,-0.763343044879703,-34.6720214190094,2241,0,106,100,NA,NA,"197834"
"295","SA-1480001","NKDBA","trt_cp","down",-0.196773823215885,0.225907946511797,0.314451408995329,-0.665616052899667,NA,229,-0.445962755442777,106,100,NA,NA,"54654441"
"296","SA-90471","NKDBA","trt_cp","down",-0.196467150848525,0.230417743803198,0.314451408995329,-0.664578689050352,NA,229,-0.445267721663736,106,100,NA,NA,"44492894"
"297","BRD-K70693222","HA1E","trt_cp","down",-0.195627217529284,0.230417743803198,0.314451408995329,-0.757587864871734,-37.8402498884427,2241,0,106,100,NA,NA,"3232621"
"298","ichthynone","HA1E","trt_cp","down",-0.195257081883902,0.234854473583397,0.314451408995329,-0.75615447397225,-40.0267737617135,2241,0,106,100,NA,NA,"3428129"
"299","loperamide","HA1E","trt_cp","down",-0.194897500033568,0.234854473583397,0.314451408995329,-0.754761953802094,-32.2623828647925,2241,0,106,100,"CACNA1A; CALM1; CALM2; CALM3; CYP2B6; CYP2C8; NPR2; NR1I3; OPRD1; OPRK1; OPRM1; POMC","Opioid receptor agonist","71420"
"300","BRD-K30647638","HA1E","trt_cp","down",-0.194766572746799,0.234854473583397,0.314451408995329,-0.754254923518222,-43.01651048639,2241,0,106,100,NA,NA,"5050726"
"301","CO-102862","HA1E","trt_cp","down",-0.194330344361005,0.239193591435287,0.314451408995329,-0.752565581229536,-40.4283801874163,2241,0,106,100,"SCN2A; SCN4A; SCN9A","Sodium channel blocker","10221150"
"302","FK-888","HA1E","trt_cp","down",-0.194180835511975,0.239193591435287,0.314451408995329,-0.751986591806969,-33.5118250780901,2241,0,106,100,"TACR1; TACR2","Tachykinin antagonist","107967"
"303","pizotifen","HA1E","trt_cp","down",-0.193644048592521,0.239193591435287,0.314451408995329,-0.749907825563007,-32.8424810352521,2241,0,106,100,"ADRA1B; ADRA1D; ADRA2B; ADRA2C; HTR1B; HTR1D; HTR2B","Serotonin receptor antagonist","27400"
"304","LY-288513","HA1E","trt_cp","down",-0.193225443253569,0.243428264959072,0.314451408995329,-0.748286730456884,-37.9741186970103,2241,0,106,100,"CCKBR","CCK receptor antagonist","2802894"
"305","fluoxetine","HA1E","trt_cp","down",-0.192677804484062,0.243428264959072,0.314451408995329,-0.746165939232885,-37.7063810798751,2241,0,106,100,"ANO1; CHRNA2; CHRNA3; CHRNB4; CKS1B; CYP2C9; HTR2B; KCNH2; SLC6A4","Selective serotonin reuptake inhibitor (SSRI)","3386"
"306","KU-C103443N","HA1E","trt_cp","down",-0.192418127891093,0.247559321005682,0.314451408995329,-0.745160313133875,-29.941990182954,2241,-0.619584880377546,106,100,NA,"CDC inhibitor; Rho associated kinase inhibitor","13927312"
"307","BRD-K23673040","HA1E","trt_cp","down",-0.192380441472261,0.247559321005682,0.314451408995329,-0.745014368341844,-38.3311021865239,2241,-1.15665547729162,106,100,NA,NA,"690299"
"308","benzanthrone","HA1E","trt_cp","down",-0.192376320566998,0.247559321005682,0.314451408995329,-0.744998409684051,-34.1811691209282,2241,-0.00744998409684051,106,100,NA,"Aromatic hydrocarbon derivative","6697"
"309","canrenoic-acid","HA1E","trt_cp","down",-0.191513028673164,0.247559321005682,0.314451408995329,-0.741655217101389,-40.2498884426595,2241,-0.713618498885623,106,100,NA,"Mineralocorticoid receptor antagonist","656615"
"310","BRD-K46170844","HA1E","trt_cp","down",-0.191462867630943,0.25156297673124,0.314451408995329,-0.741460962961521,-38.3311021865239,2241,-0.0148292192592304,106,100,NA,NA,"44142118"
"311","pinacidil","HA1E","trt_cp","down",-0.190152640484443,0.255458510817974,0.314451408995329,-0.736386964573409,-46.0508701472557,2241,0,106,100,"ABCC8; ABCC9; KCNJ11; KCNJ8","ATP channel activator; Potassium channel activator","4826"
"312","SR-95639A","HA1E","trt_cp","down",-0.189539227394232,0.255458510817974,0.314451408995329,-0.734011455075466,-20.1249442213298,2241,0,106,100,"CHRM1","Acetylcholine receptor agonist","195165"
"313","FPL-64176","HA1E","trt_cp","down",-0.189461894838773,0.259216548298604,0.314451408995329,-0.733711976269217,-29.2280232039268,2241,0,106,100,"CACNA1C; CACNA1S","Calcium channel activator","3423"
"314","HLI-373","HA1E","trt_cp","down",-0.187709446048243,0.262838438245703,0.314451408995329,-0.726925426042301,-35.7429718875502,2241,1.05534854387093,106,100,"MDM2","MDM inhibitor","435678"
"315","hydrocortisone-phosphate","HA1E","trt_cp","down",-0.187143042549796,0.266346135727406,0.314451408995329,-0.724731966346538,-28.7817938420348,2241,-0.0144946393269308,106,100,NA,NA,"441407"
"316","quinethazone","HA1E","trt_cp","down",-0.18618541316954,0.269716053732951,0.314451408995329,-0.721023441496626,-38.2864792503347,2241,0,106,100,"CA1; SLC12A1; SLC12A2; SLC12A3","Thiazide diuretic","6307"
"317","zaldaride","HA1E","trt_cp","down",-0.18554743600363,0.269716053732951,0.314451408995329,-0.718552804920269,-34.0473003123605,2241,-0.0215565841476079,106,100,"CALM1","Calmodulin antagonist","65909"
"318","rotenonic-acid","HA1E","trt_cp","down",-0.1853264874186,0.272951869573056,0.314451408995329,-0.717697157281391,-32.0838911200357,2241,0,106,100,NA,"Retinoid receptor antagonist","6708539"
"319","pirlindole","HA1E","trt_cp","down",-0.18490631356831,0.272951869573056,0.314451408995329,-0.716069987943012,-39.1343150379295,2241,0,106,100,"MAOA; SLC6A2; SLC6A4","Monoamine oxidase inhibitor","68802"
"320","ritodrine","HA1E","trt_cp","down",-0.184758161278111,0.272951869573056,0.314451408995329,-0.715496251943363,-31.3253012048193,2241,0,106,100,"ADRB2","Adrenergic receptor agonist","31729"
"321","tetramisole","HA1E","trt_cp","down",-0.184653113978333,0.272951869573056,0.314451408995329,-0.715089444748767,-36.813922356091,2241,0,106,100,NA,"Immunostimulant","3913"
"322","L-693403","HA1E","trt_cp","down",-0.182730843559809,0.278941338364417,0.314451408995329,-0.707645241633946,-27.1753681392236,2241,0,106,100,"SIGMAR1","Sigma receptor agonist; Sigma receptor antagonist","4687238"
"323","gelsemine","HA1E","trt_cp","down",-0.179350381861411,0.289220836173458,0.314451408995329,-0.694554032789316,-30.9236947791165,2241,0,106,100,"GLRA3","Acetylcholine receptor antagonist; Glycine receptor antagonist","5390854"
"324","profenamine","HA1E","trt_cp","down",-0.179003612283599,0.289220836173458,0.314451408995329,-0.693211129550313,-31.3253012048193,2241,0,106,100,"BCHE; CHRM1; GRIN3A","Butyrylcholinesterase inhibitor; Cholinergic receptor antagonist","3290"
"325","zolmitriptan","HA1E","trt_cp","down",-0.17806096547183,0.29140998929054,0.314451408995329,-0.689560626340813,-26.9968763944668,2241,0.0250499031716003,106,100,"HTR1B; HTR1D; HTR1E; HTR1F","Serotonin receptor agonist","60857"
"326","KN-93","HA1E","trt_cp","down",-0.174592969205361,0.297223578185218,0.314451408995329,-0.676130430276688,-29.1387773315484,2241,-0.687137483555631,106,100,"CAMK2A","Calcium-calmodulin dependent protein kinase inhibitor","5312122"
"327","BRD-K17203693","HA1E","trt_cp","down",-0.174470204296898,0.298898060116327,0.314451408995329,-0.675655009698413,-36.2784471218206,2241,-0.236479253394444,106,100,NA,NA,"44142072"
"328","HTMT","HA1E","trt_cp","down",-0.17097304712053,0.303193659498174,0.314451408995329,-0.662111884811058,-34.8505131637662,2241,-0.0132422376962212,106,100,"HRH4","Histamine receptor agonist","124846"
"329","prunetin","HA1E","trt_cp","down",-0.169634008588174,0.304398250748986,0.314451408995329,-0.656926311169923,-31.9500223114681,2241,-0.00656926311169923,106,100,"ABCG2; ALDH2","Breast cancer resistance protein inhibitor","5281804"
"330","BRD-K75315865","HA1E","trt_cp","down",-0.164384203812029,0.309662179607776,0.314451408995329,-0.636595866145021,-31.4591700133869,2241,-0.0127319173229004,106,100,NA,NA,"44825304"
"331","tubocurarine","HA1E","trt_cp","down",-0.157546519016281,0.312407063587317,0.314451408995329,-0.610116181515753,-25.2119589468987,2241,0,106,100,"ACHE; CHRNA2; CHRNA7; HTR3A; HTR3B; KCNN1; KCNN2; KCNN3; ZACN","Acetylcholine receptor antagonist","6713947"
